ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore
1214,4163.00,295.00,466.00,339.00,419867.00,121761.43,298105.57,1423.20,755
1215,4361.00,392.00,381.00,236.00,415691.00,74824.38,340866.62,1627.35,762
1216,5890.00,479.00,494.00,399.00,295379.00,79752.33,215626.67,1029.43,763
1217,2782.00,487.00,369.00,420.00,485108.00,24255.40,460852.60,3381.57,588
1218,8921.00,494.00,400.00,278.00,353658.00,42438.96,311219.04,2283.62,587
1219,6552.00,221.00,474.00,253.00,259524.00,54500.04,205023.96,1100.61,724
1220,2335.00,312.00,389.00,256.00,237868.00,47573.60,190294.40,1396.31,597
1221,4969.00,463.00,383.00,356.00,261547.00,28770.17,232776.83,1708.03,594
1222,2206.00,241.00,490.00,208.00,385319.00,34678.71,350640.29,2572.87,569
1223,4832.00,404.00,435.00,321.00,309561.00,37147.32,272413.68,1462.38,745
1224,3860.00,486.00,491.00,329.00,264843.00,34429.59,230413.41,1690.69,566
1225,5039.00,412.00,471.00,382.00,483106.00,38648.48,444457.52,1873.85,829
1226,3283.00,361.00,461.00,404.00,453237.00,45323.70,407913.30,2445.65,667
1227,5094.00,421.00,379.00,262.00,421215.00,71606.55,349608.45,1669.08,767
1228,7482.00,368.00,401.00,407.00,398981.00,71816.58,327164.42,2400.62,519
1229,5152.00,323.00,456.00,290.00,295865.00,82842.20,213022.80,1277.18,682
1230,2065.00,460.00,481.00,359.00,286837.00,22946.96,263890.04,1416.62,720
1231,3885.00,476.00,415.00,204.00,315597.00,88367.16,227229.84,1667.33,551
1232,2745.00,272.00,351.00,319.00,491319.00,93350.61,397968.39,1677.85,821
1233,9054.00,213.00,365.00,439.00,387447.00,27121.29,360325.71,2160.33,689
1234,8926.00,334.00,374.00,421.00,373330.00,67199.40,306130.60,2036.69,638
1235,4360.00,362.00,427.00,358.00,252713.00,55596.86,197116.14,1181.81,660
1236,8037.00,323.00,499.00,347.00,445682.00,66852.30,378829.70,1597.16,837
1237,3301.00,385.00,386.00,222.00,285824.00,42873.60,242950.40,1024.29,807
1238,7535.00,294.00,462.00,287.00,343118.00,51467.70,291650.30,1565.64,743
1239,4368.00,464.00,355.00,324.00,319212.00,38305.44,280906.56,1341.09,792
1240,2723.00,243.00,422.00,353.00,358697.00,71739.40,286957.60,1369.98,766
1241,4032.00,389.00,363.00,413.00,472574.00,33080.18,439493.82,3224.85,568
1242,3547.00,238.00,435.00,331.00,396264.00,71327.52,324936.48,1369.95,824
1243,2514.00,289.00,440.00,307.00,328628.00,52580.48,276047.52,1655.04,653
1244,9050.00,421.00,390.00,449.00,375807.00,71403.33,304403.67,2025.21,602
1245,7296.00,230.00,462.00,250.00,376900.00,64073.00,312827.00,1493.48,779
1246,6502.00,411.00,446.00,266.00,393420.00,23605.20,369814.80,1765.55,762
1247,2238.00,496.00,405.00,305.00,464222.00,46422.20,417799.80,3065.67,566
1248,9704.00,311.00,397.00,300.00,469721.00,61063.73,408657.27,1722.92,823
1249,6997.00,437.00,453.00,273.00,389561.00,112972.69,276588.31,2029.51,506
1250,6017.00,418.00,452.00,236.00,410071.00,118920.59,291150.41,1745.59,689
1251,3172.00,347.00,452.00,412.00,435690.00,74067.30,361622.70,2168.11,665
1252,6935.00,311.00,424.00,339.00,429042.00,68646.72,360395.28,2160.75,676
1253,8492.00,457.00,401.00,299.00,287430.00,68983.20,218446.80,1602.89,510
1254,9248.00,373.00,449.00,372.00,463736.00,32461.52,431274.48,2869.28,636
1255,9311.00,206.00,391.00,203.00,296911.00,74227.75,222683.25,1335.10,697
1256,3723.00,248.00,451.00,394.00,392723.00,90326.29,302396.71,1274.92,819
1257,2462.00,439.00,401.00,319.00,298951.00,59790.20,239160.80,1141.79,764
1258,5193.00,491.00,463.00,338.00,468626.00,79666.42,388959.58,1639.87,844
1259,6423.00,277.00,495.00,218.00,319669.00,79917.25,239751.75,1759.21,501
1260,8042.00,353.00,445.00,338.00,238948.00,54958.04,183989.96,1350.05,551
1261,7622.00,386.00,451.00,341.00,452739.00,76965.63,375773.37,2757.29,749
1262,5454.00,365.00,421.00,346.00,336068.00,67213.60,268854.40,1972.76,596
1263,7371.00,412.00,380.00,201.00,434116.00,95505.52,338610.48,2484.60,597
1264,6039.00,433.00,455.00,230.00,417922.00,37612.98,380309.02,1815.65,796
1265,3598.00,419.00,355.00,334.00,413082.00,90878.04,322203.96,2364.22,591
1266,8854.00,438.00,352.00,445.00,379664.00,56949.60,322714.40,1934.84,656
1267,9984.00,266.00,486.00,370.00,452984.00,27179.04,425804.96,2552.92,657
1268,2087.00,330.00,424.00,304.00,371805.00,18590.25,353214.75,1896.13,701
1269,2394.00,443.00,408.00,255.00,414401.00,24864.06,389536.94,1642.30,810
1270,7251.00,390.00,462.00,235.00,340442.00,51066.30,289375.70,1220.02,825
1271,7269.00,480.00,463.00,437.00,499732.00,29983.92,469748.08,1980.48,831
1272,5170.00,485.00,442.00,296.00,246183.00,49236.60,196946.40,1057.25,719
1273,8467.00,414.00,430.00,255.00,326744.00,19604.64,307139.36,1648.79,701
1274,6123.00,330.00,490.00,395.00,306326.00,45948.90,260377.10,1910.55,507
1275,7144.00,423.00,358.00,263.00,358632.00,53794.80,304837.20,1285.21,827
1276,2779.00,272.00,425.00,361.00,277469.00,69367.25,208101.75,1117.14,746
1277,9810.00,251.00,401.00,225.00,366116.00,54917.40,311198.60,1312.03,807
1278,4161.00,384.00,429.00,374.00,444827.00,75620.59,369206.41,1762.65,759
1279,4893.00,448.00,443.00,448.00,434056.00,117195.12,316860.88,1899.74,676
1280,7271.00,440.00,463.00,221.00,265609.00,15936.54,249672.46,1052.63,829
1281,4541.00,410.00,465.00,384.00,469762.00,51673.82,418088.18,2506.65,690
1282,5066.00,380.00,471.00,396.00,434132.00,121556.96,312575.04,1317.83,818
1283,7758.00,289.00,367.00,441.00,369936.00,81385.92,288550.08,2117.28,579
1284,8002.00,335.00,489.00,361.00,249399.00,52373.79,197025.21,1181.27,658
1285,6318.00,329.00,410.00,362.00,450108.00,72017.28,378090.72,2029.67,727
1286,7891.00,236.00,458.00,347.00,432645.00,82202.55,350442.45,2571.42,523
1287,8829.00,378.00,465.00,205.00,285655.00,25708.95,259946.05,1395.45,719
1288,5086.00,287.00,381.00,446.00,440317.00,127691.93,312625.07,1318.04,821
1289,9156.00,328.00,489.00,295.00,422641.00,80301.79,342339.21,2511.96,558
1290,5228.00,213.00,395.00,207.00,495658.00,104088.18,391569.82,2347.66,665
1291,4899.00,455.00,430.00,388.00,419843.00,100762.32,319080.68,2341.30,567
1292,3662.00,326.00,444.00,358.00,474576.00,42711.84,431864.16,2061.79,768
1293,9658.00,242.00,380.00,308.00,478147.00,52596.17,425550.83,2284.45,719
1294,2978.00,371.00,395.00,214.00,281213.00,50618.34,230594.66,1382.53,656
1295,6291.00,256.00,490.00,284.00,256078.00,74262.62,181815.38,976.02,720
1296,4414.00,333.00,424.00,295.00,231369.00,53214.87,178154.13,1307.23,504
1297,6695.00,359.00,400.00,208.00,236823.00,26050.53,210772.47,1006.26,789
1298,8687.00,302.00,463.00,234.00,449575.00,67436.25,382138.75,2291.11,669
1299,2880.00,444.00,368.00,361.00,278008.00,27800.80,250207.20,1343.17,737
1300,2825.00,464.00,364.00,427.00,299140.00,50853.80,248286.20,1185.36,782
1301,5829.00,472.00,416.00,254.00,259365.00,15561.90,243803.10,1788.94,547
1302,6890.00,494.00,484.00,415.00,287126.00,54553.94,232572.06,1547.31,615
1303,6369.00,486.00,431.00,411.00,273676.00,27367.60,246308.40,1476.74,684
1304,7329.00,248.00,390.00,400.00,421930.00,63289.50,358640.50,1925.26,729
1305,3214.00,218.00,448.00,344.00,254285.00,22885.65,231399.35,975.59,807
1306,2772.00,246.00,361.00,336.00,259177.00,31101.24,228075.76,1517.39,609
1307,8214.00,391.00,496.00,378.00,438745.00,57036.85,381708.15,2049.09,725
1308,7018.00,285.00,382.00,240.00,342225.00,51333.75,290891.25,1935.31,603
1309,2877.00,238.00,359.00,202.00,342869.00,92574.63,250294.37,1665.21,800
1310,4701.00,453.00,485.00,230.00,436350.00,122178.00,314172.00,1883.62,697
1311,8846.00,218.00,476.00,427.00,493985.00,59278.20,434706.80,2075.36,780
1312,3600.00,486.00,391.00,388.00,437440.00,113734.40,323705.60,2375.24,561
1313,9909.00,209.00,482.00,219.00,297204.00,47552.64,249651.36,1191.87,797
1314,6925.00,346.00,392.00,312.00,308068.00,21564.76,286503.24,1538.01,720
1315,7662.00,285.00,437.00,442.00,238066.00,21425.94,216640.06,1441.31,625
1316,3584.00,221.00,375.00,298.00,408727.00,57221.78,351505.22,1678.14,794
1317,2248.00,301.00,367.00,363.00,406803.00,61020.45,345782.55,2300.50,621
1318,2612.00,451.00,369.00,325.00,417591.00,45935.01,371655.99,1566.92,814
1319,4858.00,490.00,490.00,415.00,330738.00,46303.32,284434.68,1526.91,704
1320,5586.00,381.00,468.00,348.00,276857.00,30454.27,246402.73,1322.74,728
1321,4205.00,450.00,387.00,224.00,247252.00,37087.80,210164.20,886.06,801
1322,5228.00,339.00,446.00,341.00,487248.00,102322.08,384925.92,2560.92,643
1323,8911.00,446.00,423.00,285.00,273488.00,43758.08,229729.92,968.55,835
1324,7739.00,393.00,366.00,222.00,491515.00,98303.00,393212.00,2110.85,748
1325,6247.00,486.00,352.00,338.00,437033.00,91776.93,345256.07,1648.31,781
1326,9566.00,478.00,431.00,419.00,397391.00,47686.92,349704.08,2326.59,614
1327,2345.00,297.00,484.00,264.00,383392.00,53674.88,329717.12,2419.35,521
1328,9552.00,342.00,400.00,277.00,232854.00,39585.18,193268.82,1158.74,680
1329,9430.00,385.00,379.00,370.00,415701.00,95611.23,320089.77,1919.10,693
1330,4985.00,238.00,424.00,343.00,238514.00,59628.50,178885.50,1072.51,661
1331,7470.00,450.00,391.00,383.00,396063.00,91094.49,304968.51,1285.76,829
1332,8469.00,325.00,452.00,402.00,294973.00,14748.65,280224.35,1680.09,695
1333,6669.00,307.00,435.00,376.00,427848.00,55620.24,372227.76,1569.33,814
1334,6864.00,428.00,403.00,341.00,374326.00,104811.28,269514.72,1286.70,772
1335,8756.00,382.00,395.00,356.00,324261.00,77822.64,246438.36,1322.93,728
1336,5701.00,218.00,357.00,427.00,337215.00,74187.30,263027.70,1930.00,518
1337,4952.00,480.00,398.00,323.00,359966.00,43195.92,316770.08,2324.35,526
1338,2262.00,377.00,460.00,336.00,343791.00,82509.84,261281.16,1402.61,706
1339,4277.00,492.00,452.00,400.00,490175.00,127445.50,362729.50,2661.58,570
1340,3694.00,231.00,350.00,249.00,284656.00,48391.52,236264.48,1571.87,629
1341,8971.00,407.00,368.00,391.00,274241.00,27424.10,246816.90,1324.97,708
1342,6168.00,418.00,379.00,263.00,437705.00,35016.40,402688.60,1697.75,839
1343,7686.00,293.00,367.00,367.00,450822.00,117213.72,333608.28,2447.90,507
1344,6385.00,292.00,489.00,372.00,362676.00,29014.08,333661.92,2219.86,605
1345,4309.00,231.00,458.00,271.00,279466.00,16767.96,262698.04,1747.74,623
1346,9658.00,301.00,495.00,361.00,278811.00,50185.98,228625.02,1227.31,737
1347,4079.00,408.00,479.00,441.00,363022.00,79864.84,283157.16,1193.80,807
1348,8107.00,284.00,460.00,346.00,252348.00,40375.68,211972.32,1555.38,554
1349,2370.00,470.00,391.00,419.00,400174.00,100043.50,300130.50,2202.25,598
1350,6464.00,201.00,479.00,439.00,453183.00,113295.75,339887.25,2037.80,674
1351,3092.00,463.00,443.00,293.00,386570.00,61851.20,324718.80,2382.67,530
1352,4808.00,271.00,413.00,238.00,233918.00,63157.86,170760.14,1136.07,628
1353,7300.00,482.00,476.00,236.00,383769.00,38376.90,345392.10,2534.36,504
1354,5611.00,222.00,379.00,446.00,312358.00,37482.96,274875.04,1648.01,693
1355,3003.00,309.00,432.00,397.00,262441.00,65610.25,196830.75,939.70,754
1356,2866.00,250.00,458.00,408.00,291849.00,70043.76,221805.24,935.14,823
1357,5088.00,497.00,437.00,205.00,340037.00,68007.40,272029.60,1298.71,790
1358,8483.00,251.00,418.00,348.00,433871.00,69419.36,364451.64,2424.71,626
1359,6465.00,365.00,374.00,338.00,406910.00,56967.40,349942.60,2328.18,600
1360,7190.00,355.00,480.00,361.00,388528.00,46623.36,341904.64,1632.31,751
1361,3124.00,350.00,446.00,240.00,368834.00,99585.18,269248.82,1135.16,849
1362,2402.00,423.00,486.00,371.00,419253.00,92235.66,327017.34,1378.72,600
1363,4852.00,253.00,428.00,335.00,258738.00,41398.08,217339.92,916.31,828
1364,5816.00,403.00,376.00,215.00,428404.00,38556.36,389847.64,1861.19,780
1365,7434.00,328.00,490.00,432.00,460958.00,41486.22,419471.78,2790.76,617
1366,6795.00,371.00,409.00,231.00,250687.00,30082.44,220604.56,930.08,835
1367,8830.00,228.00,364.00,202.00,475005.00,90250.95,384754.05,1622.14,750
1368,7737.00,482.00,361.00,449.00,363384.00,105381.36,258002.64,1087.75,750
1369,7636.00,422.00,492.00,422.00,412889.00,78448.91,334440.09,1410.01,828
1370,9547.00,354.00,362.00,449.00,316181.00,63236.20,252944.80,1066.43,830
1371,9492.00,409.00,435.00,309.00,353510.00,35351.00,318159.00,2334.54,526
1372,6201.00,457.00,469.00,423.00,253902.00,22851.18,231050.82,1537.19,648
1373,3776.00,239.00,443.00,268.00,232052.00,60333.52,171718.48,921.82,705
1374,7244.00,353.00,363.00,356.00,459948.00,59793.24,400154.76,2399.13,667
1375,6636.00,424.00,375.00,279.00,336239.00,90784.53,245454.47,1471.62,660
1376,5881.00,466.00,491.00,275.00,303089.00,39401.57,263687.43,1754.32,622
1377,2372.00,454.00,434.00,330.00,421974.00,88614.54,333359.46,1405.46,849
1378,2629.00,342.00,462.00,373.00,354507.00,21270.42,333236.58,2445.17,567
1379,5319.00,394.00,383.00,351.00,486121.00,87501.78,398619.22,2389.92,678
1380,4787.00,230.00,485.00,376.00,430653.00,111969.78,318683.22,2120.21,610
1381,3439.00,279.00,403.00,313.00,272808.00,43649.28,229158.72,1373.92,662
1382,2546.00,418.00,457.00,264.00,299498.00,62894.58,236603.42,1736.11,545
1383,6606.00,201.00,445.00,404.00,428999.00,90089.79,338909.21,2486.80,548
1384,3167.00,348.00,492.00,221.00,434885.00,95674.70,339210.30,2489.01,542
1385,6489.00,242.00,365.00,440.00,466505.00,74640.80,391864.20,1870.82,790
1386,6663.00,418.00,387.00,432.00,243318.00,29198.16,214119.84,1571.14,589
1387,7121.00,336.00,363.00,320.00,316419.00,63283.80,253135.20,1067.23,836
1388,5128.00,461.00,459.00,416.00,328889.00,75644.47,253244.53,1858.22,590
1389,4387.00,381.00,389.00,299.00,306800.00,42952.00,263848.00,1581.90,689
1390,9871.00,237.00,461.00,368.00,247071.00,59297.04,187773.96,1377.82,546
1391,3342.00,409.00,370.00,288.00,343862.00,61895.16,281966.84,1346.15,785
1392,2764.00,353.00,448.00,326.00,498777.00,44889.93,453887.07,2166.93,773
1393,2868.00,326.00,393.00,425.00,314321.00,34575.31,279745.69,1179.42,817
1394,3919.00,220.00,395.00,267.00,269081.00,59197.82,209883.18,1002.01,795
1395,6778.00,242.00,412.00,398.00,340582.00,81739.68,258842.32,1235.75,786
1396,2176.00,210.00,356.00,368.00,326967.00,68663.07,258303.93,1548.66,687
1397,2060.00,473.00,357.00,430.00,238711.00,42967.98,195743.02,1302.28,642
1398,2883.00,444.00,394.00,254.00,395994.00,75238.86,320755.14,1531.33,757
1399,4925.00,336.00,355.00,346.00,442926.00,115160.76,327765.24,1759.51,717
1400,7985.00,387.00,446.00,205.00,362482.00,47122.66,315359.34,1329.57,812
1401,8570.00,360.00,354.00,386.00,472669.00,33086.83,439582.17,2924.55,621
1402,2697.00,239.00,450.00,401.00,285528.00,77092.56,208435.44,1386.73,617
1403,3067.00,374.00,446.00,422.00,445547.00,98020.34,347526.66,1865.60,711
1404,2712.00,331.00,462.00,394.00,238680.00,38188.80,200491.20,1333.87,645
1405,5068.00,259.00,446.00,355.00,432235.00,51868.20,380366.80,2791.00,550
1406,9178.00,423.00,481.00,448.00,333844.00,80122.56,253721.44,1362.03,721
1407,4018.00,499.00,404.00,389.00,366043.00,84189.89,281853.11,1188.30,847
1408,5311.00,359.00,499.00,226.00,258303.00,64575.75,193727.25,1421.50,538
1409,3507.00,457.00,459.00,331.00,411278.00,20563.90,390714.10,1647.27,812
1410,7875.00,246.00,479.00,203.00,368648.00,103221.44,265426.56,1765.89,646
1411,8482.00,394.00,412.00,352.00,486378.00,116730.72,369647.28,2216.22,673
1412,8075.00,203.00,459.00,257.00,389070.00,62251.20,326818.80,2174.33,608
1413,3416.00,339.00,494.00,436.00,393846.00,102399.96,291446.04,1564.55,713
1414,8252.00,484.00,371.00,417.00,449238.00,121294.26,327943.74,2406.33,546
1415,2932.00,410.00,471.00,441.00,320990.00,51358.40,269631.60,1136.78,848
1416,2330.00,494.00,377.00,227.00,462991.00,83338.38,379652.62,2276.21,666
1417,5578.00,324.00,471.00,249.00,271287.00,75960.36,195326.64,1171.08,668
1418,8103.00,417.00,359.00,278.00,457019.00,114254.75,342764.25,1840.03,738
1419,7266.00,391.00,351.00,292.00,450137.00,45013.70,405123.30,1708.02,816
1420,5430.00,292.00,486.00,269.00,448664.00,116652.64,332011.36,1782.31,708
1421,3806.00,443.00,454.00,416.00,312661.00,46899.15,265761.85,1950.07,511
1422,3076.00,303.00,473.00,326.00,240556.00,69761.24,170794.76,1136.30,607
1423,8841.00,426.00,418.00,421.00,300246.00,21017.22,279228.78,1857.72,603
1424,3586.00,426.00,415.00,209.00,402289.00,104595.14,297693.86,2184.37,588
1425,9710.00,493.00,487.00,317.00,410160.00,86133.60,324026.40,2155.76,644
1426,6352.00,483.00,359.00,257.00,447116.00,40240.44,406875.56,2706.95,600
1427,4031.00,275.00,480.00,327.00,359346.00,86243.04,273102.96,2003.93,528
1428,5323.00,270.00,450.00,405.00,236192.00,37790.72,198401.28,1189.52,673
1429,2019.00,341.00,442.00,381.00,259620.00,57116.40,202503.60,1214.11,687
1430,6041.00,344.00,354.00,335.00,298073.00,26826.57,271246.43,1143.59,846
1431,7826.00,379.00,477.00,259.00,267959.00,56271.39,211687.61,1408.36,602
1432,3779.00,383.00,458.00,297.00,418932.00,50271.84,368660.16,2705.10,595
1433,8136.00,373.00,494.00,410.00,440890.00,88178.00,352712.00,1683.90,754
1434,2104.00,313.00,443.00,359.00,346684.00,83204.16,263479.84,1257.89,786
1435,4123.00,439.00,495.00,315.00,387958.00,96989.50,290968.50,1935.82,603
1436,6517.00,385.00,487.00,263.00,401478.00,24088.68,377389.32,2769.15,545
1437,8737.00,364.00,384.00,222.00,250109.00,30013.08,220095.92,1614.99,537
1438,5498.00,261.00,429.00,277.00,407734.00,110088.18,297645.82,2184.02,509
1439,7636.00,393.00,477.00,420.00,406933.00,56970.62,349962.38,2567.90,649
1440,9815.00,256.00,386.00,323.00,406650.00,56931.00,349719.00,2566.11,597
1441,7926.00,330.00,452.00,420.00,344854.00,41382.48,303471.52,1279.45,829
1442,4757.00,435.00,390.00,362.00,306821.00,36818.52,270002.48,1289.03,751
1443,5542.00,376.00,494.00,318.00,252910.00,45523.80,207386.20,1243.39,663
1444,8133.00,247.00,458.00,420.00,263460.00,57961.20,205498.80,1367.19,616
1445,6160.00,474.00,424.00,422.00,312773.00,78193.25,234579.75,1406.42,652
1446,6308.00,302.00,441.00,394.00,410622.00,20531.10,390090.90,2338.79,688
1447,5033.00,258.00,430.00,398.00,367025.00,91756.25,275268.75,2019.82,544
1448,3162.00,237.00,451.00,401.00,312894.00,62578.80,250315.20,1665.35,621
1449,3184.00,273.00,435.00,386.00,231431.00,41657.58,189773.42,800.09,822
1450,2932.00,299.00,493.00,296.00,494973.00,34648.11,460324.89,3062.55,640
1451,9552.00,264.00,379.00,234.00,284774.00,82584.46,202189.54,1483.60,592
1452,7859.00,364.00,488.00,350.00,233073.00,13984.38,219088.62,1045.96,792
1453,4575.00,433.00,470.00,447.00,463762.00,111302.88,352459.12,1485.98,840
1454,6746.00,453.00,423.00,379.00,397019.00,23821.14,373197.86,2738.39,562
1455,8332.00,201.00,470.00,395.00,383186.00,95796.50,287389.50,1372.04,770
1456,5550.00,427.00,470.00,366.00,349935.00,87483.75,262451.25,1925.77,571
1457,3506.00,324.00,420.00,341.00,474184.00,123287.84,350896.16,1479.39,848
1458,5156.00,310.00,476.00,269.00,296736.00,20771.52,275964.48,2024.93,533
1459,9211.00,304.00,387.00,237.00,361809.00,61507.53,300301.47,1997.91,609
1460,3497.00,355.00,380.00,352.00,477089.00,38167.12,438921.88,3220.65,531
1461,6584.00,235.00,423.00,239.00,389919.00,77983.80,311935.20,2075.31,647
1462,4820.00,366.00,374.00,364.00,317930.00,66765.30,251164.70,1671.01,644
1463,5207.00,365.00,469.00,200.00,283582.00,70895.50,212686.50,896.69,830
1464,6450.00,296.00,476.00,371.00,357272.00,82172.56,275099.44,1159.83,846
1465,3180.00,354.00,435.00,431.00,292825.00,73206.25,219618.75,1611.48,538
1466,3977.00,215.00,420.00,287.00,374033.00,100988.91,273044.09,1151.16,811
1467,3947.00,391.00,442.00,213.00,332796.00,76543.08,256252.92,1223.39,783
1468,9405.00,493.00,384.00,244.00,316928.00,85570.56,231357.44,1697.62,553
1469,7981.00,253.00,476.00,350.00,396558.00,87242.76,309315.24,1660.47,727
1470,3506.00,445.00,472.00,386.00,499895.00,99979.00,399916.00,1909.26,752
1471,2051.00,456.00,411.00,421.00,435708.00,21785.40,413922.60,2481.68,687
1472,9912.00,404.00,436.00,389.00,298322.00,44748.30,253573.70,1069.08,834
1473,5316.00,206.00,390.00,359.00,352432.00,63437.76,288994.24,2120.54,500
1474,5899.00,311.00,438.00,327.00,491067.00,98213.40,392853.60,2882.62,522
1475,9838.00,439.00,404.00,421.00,465432.00,32580.24,432851.76,1824.92,826
1476,9345.00,417.00,450.00,278.00,295947.00,20716.29,275230.71,1160.38,814
1477,8283.00,427.00,459.00,359.00,405343.00,32427.44,372915.56,1572.23,809
1478,2583.00,385.00,494.00,261.00,341024.00,51153.60,289870.40,1928.52,646
1479,6187.00,428.00,406.00,280.00,261208.00,49629.52,211578.48,1135.80,748
1480,5209.00,361.00,431.00,404.00,330817.00,82704.25,248112.75,1487.56,693
